RADIOBASE,TRAFICO_T,FECHA
CA0002QK003,4.61,2024-07-13
CA0426QK041,17.31,2024-07-13
CA1937QK001,33.06,2024-07-13
CA0002QK026,6.99,2024-07-13
CA2396QK026,67.45,2024-07-13
CA1982QK002,15.15,2024-07-13
211423QK103,1.28,2024-07-13
CA0411QK022,9.43,2024-07-13
CA1958QK023,66.68,2024-07-13
CA2389QK024,15.56,2024-07-13
CA2265QK001,16.48,2024-07-13
CA1454QK025,16.41,2024-07-13
CA0319QK001,22.84,2024-07-13
CA0298QK021,55.51,2024-07-13
CA1939QK024,55.13,2024-07-13
CA0239QK023,2.97,2024-07-13
CA0396QK025,5.71,2024-07-13
CA1312QK006,1.9,2024-07-13
CA0289QK005,22.37,2024-07-13
CA0398QK004,44.24,2024-07-13
CA3008QK024,24.57,2024-07-13
CA0414QK023,6.54,2024-07-13
CA0239QK002,14.09,2024-07-13
CA1887QK023,8.96,2024-07-13
CA2230QK021,42.4,2024-07-13
CA0413QK005,15.92,2024-07-13
CA0218QK043,9.12,2024-07-13
CA0417QK003,61.49,2024-07-13
CA0305QK021,8.22,2024-07-13
CA2270QK025,46.94,2024-07-13
CA2323QK022,48.33,2024-07-13
CA1452QK001,34.84,2024-07-13
CA2396QK001,62.16,2024-07-13
204898QK004,1.17,2024-07-13
CA1953QK041,114.55,2024-07-13
CA1454QK003,41,2024-07-13
CA0236QK042,12.61,2024-07-13
CA0312QK005,54.2,2024-07-13
CA0425QK003,30.65,2024-07-13
CA0291QK022,20.04,2024-07-13
CA2387QK003,27.37,2024-07-13
CA2042QK021,50.83,2024-07-13
CA0396QK003,15.03,2024-07-13
CA0060QK025,20.92,2024-07-13
CA2244QK021,62.05,2024-07-13
CA0072QK024,70.81,2024-07-13
CA0202QK002,12.56,2024-07-13
CA0288QK003,27.88,2024-07-13
CA0410QK023,1.83,2024-07-13
CA1399QK005,6.97,2024-07-13
CA0105QK003,6.87,2024-07-13
CA0405QK006,21.52,2024-07-13
CA2388QK025,82.11,2024-07-13
CA2392QK001,28.57,2024-07-13
CA0291QK004,38.53,2024-07-13
CA0340QK003,9.6,2024-07-13
CA0081QK006,20.71,2024-07-13
CA1241QK001,54.92,2024-07-13
CA0203QK026,14.86,2024-07-13
CA0319QK025,8.52,2024-07-13
CA3777QK002,68.59,2024-07-13
CA0054QK022,4.15,2024-07-13
CA0281QK001,26.61,2024-07-13
CA1455QK021,60.56,2024-07-13
CA0386QK041,17.42,2024-07-13
CA2264QK021,25.92,2024-07-13
CA0303QK021,4.1,2024-07-13
CA0203QK021,14.64,2024-07-13
CA0412QK006,15.69,2024-07-13
CA0323QK006,3.48,2024-07-13
CA2400QK022,12.25,2024-07-13
CA1953QK004,40.85,2024-07-13
CA0052QK001,12.73,2024-07-13
CA2270QK022,67.75,2024-07-13
CA0409QK001,9.51,2024-07-13
CA1938QK022,31.05,2024-07-13
CA2204QK022,54.14,2024-07-13
CA2244QK043,4.63,2024-07-13
CA2357QK006,122.49,2024-07-13
CA1663QK022,11.63,2024-07-13
CA0406QK022,9.91,2024-07-13
CA0046QK005,177.44,2024-07-13
CA0043QK004,99.81,2024-07-13
CA0350QK042,2.52,2024-07-13
CA0728QK003,86.06,2024-07-13
CA2401QK024,63.44,2024-07-13
CA2356QK002,2.92,2024-07-13
CA0070QK022,37,2024-07-13
CA2402QK002,27.11,2024-07-13
CA0058QK021,9.29,2024-07-13
CA0399QK021,16.71,2024-07-13
CA0206QK026,10.56,2024-07-13
CA2390QK043,22.38,2024-07-13
CA0034QK006,252.68,2024-07-13
CA0252QK001,4.14,2024-07-13
CA1664QK024,20.48,2024-07-13
CA1916QK005,49.02,2024-07-13
CA2462QK023,57.11,2024-07-13
CA2398QK002,27.18,2024-07-13
CA2391QK022,40.16,2024-07-13
CA0336QK043,13.99,2024-07-13
CA0289QK022,6.42,2024-07-13
CA0141QK002,36.56,2024-07-13
CA1456QK022,37.95,2024-07-13
CA0211QK005,58.96,2024-07-13
CA0009QK003,62.11,2024-07-13
CA1973QK023,83.62,2024-07-13
CA1886QK005,76.99,2024-07-13
CA2239QK023,61.46,2024-07-13
CA0125QK012,0,2024-07-13
CA0406QK002,11.89,2024-07-13
CA2392QK023,51.72,2024-07-13
CA0274QK025,16.07,2024-07-13
CA2263QK002,71.64,2024-07-13
CA0300QK042,106.33,2024-07-13
CA0202QK025,13.63,2024-07-13
CA0081QK026,7.12,2024-07-13
CA1878QK006,31.97,2024-07-13
CA1241QK026,40.62,2024-07-13
CA0206QK022,21.73,2024-07-13
CA2398QK043,23.51,2024-07-13
CA3780QK001,29.3,2024-07-13
CA2269QK026,34.26,2024-07-13
CA1456QK026,15.11,2024-07-13
CA0056QK001,40.97,2024-07-13
CA0628QK021,75.45,2024-07-13
CA2400QK025,11.6,2024-07-13
CA0066QK006,66.2,2024-07-13
CA0928QK021,63.86,2024-07-13
CA0323QK042,11.75,2024-07-13
CA0376QK042,20.25,2024-07-13
CA2390QK021,17.92,2024-07-13
CA2403QK003,19.01,2024-07-13
CA0305QK043,27.41,2024-07-13
CA0052QK023,12.83,2024-07-13
CA2200QK022,23.43,2024-07-13
CA1939QK021,67.42,2024-07-13
CA2395QK001,30.63,2024-07-13
CA2211QK021,40.35,2024-07-13
CA1663QK042,65.93,2024-07-13
CA0407QK041,1.33,2024-07-13
CA0335QK041,13.1,2024-07-13
CA2356QK041,2.09,2024-07-13
CA0060QK003,22.22,2024-07-13
CA0402QK003,18.4,2024-07-13
CA0209QK022,8.15,2024-07-13
CA0132QK003,70.89,2024-07-13
CA1455QK043,88.57,2024-07-13
CA0252QK009,14.3,2024-07-13
CA1958QK041,2.78,2024-07-13
CA2402QK004,51.81,2024-07-12
CA0414QK006,25.64,2024-07-12
CA1664QK001,30.39,2024-07-12
CA2462QK003,18.54,2024-07-12
CA2397QK022,124.5,2024-07-12
CA0407QK043,1.66,2024-07-12
CA1450QK001,21.13,2024-07-12
CA0335QK043,5.11,2024-07-12
CA0209QK024,10.02,2024-07-12
CA0132QK005,135.21,2024-07-12
CA1456QK002,47.04,2024-07-12
CA0252QK011,72.05,2024-07-12
CA1958QK043,12.69,2024-07-12
CA2230QK043,42.34,2024-07-12
CA0125QK002,42.91,2024-07-12
CA0405QK022,35.91,2024-07-12
CA2389QK001,24.91,2024-07-12
CA2392QK003,48.25,2024-07-12
CA0291QK006,51.47,2024-07-12
CA0340QK042,3.03,2024-07-12
CA0081QK011,48.25,2024-07-12
CA1664QK043,2.67,2024-07-12
CA1241QK003,67.94,2024-07-12
CA0206QK002,21.25,2024-07-12
CA0323QK001,4.17,2024-07-12
CA3777QK021,37.35,2024-07-12
CA0054QK024,11.38,2024-07-12
CA0281QK003,25.35,2024-07-12
CA1455QK023,126.56,2024-07-12
CA0387QK002,21.08,2024-07-12
CA0728QK024,63.02,2024-07-12
CA2264QK023,77.11,2024-07-12
CA0303QK023,14.25,2024-07-12
CA0203QK023,17.16,2024-07-12
CA0412QK022,5.89,2024-07-12
CA2362QK001,5.39,2024-07-12
CA0323QK022,19.88,2024-07-12
CA0375QK042,9.22,2024-07-12
CA1953QK006,42.98,2024-07-12
CA0052QK003,27.52,2024-07-12
CA2270QK024,111.51,2024-07-12
CA0409QK003,55.43,2024-07-12
CA1938QK024,16.41,2024-07-12
CA2204QK024,82.86,2024-07-12
CA2247QK002,21.07,2024-07-12
CA2357QK042,6.23,2024-07-12
CA1663QK024,3.84,2024-07-12
CA0406QK024,11.42,2024-07-12
CA0046QK021,38.4,2024-07-12
CA0043QK006,72.94,2024-07-12
CA0728QK022,9.38,2024-07-12
CA2401QK026,212.04,2024-07-12
CA2356QK021,40.95,2024-07-12
CA0070QK024,10.28,2024-07-12
CA0058QK023,14.94,2024-07-12
CA0399QK023,16.73,2024-07-12
CA0209QK002,16.77,2024-07-12
CA0346QK042,20.49,2024-07-12
CA2391QK002,7.71,2024-07-12
CA0034QK011,43.32,2024-07-12
CA0252QK003,17.53,2024-07-12
CA1664QK026,10.33,2024-07-12
CA1916QK021,126.41,2024-07-12
CA2462QK025,26.84,2024-07-12
CA2398QK021,118.28,2024-07-12
CA2388QK002,153.44,2024-07-12
CA2391QK024,15.46,2024-07-12
CA0289QK024,7.5,2024-07-12
CA0628QK001,56.02,2024-07-12
CA0319QK005,46.76,2024-07-12
CA0164QK001,17.27,2024-07-12
CA1456QK024,60.31,2024-07-12
CA0211QK021,6.79,2024-07-12
CA0009QK005,125.45,2024-07-12
CA1973QK025,45.32,2024-07-12
CA1886QK021,60.24,2024-07-12
CA2239QK025,11.74,2024-07-12
CA0414QK025,6.07,2024-07-12
CA0406QK004,28.74,2024-07-12
CA2392QK025,27.68,2024-07-12
CA0275QK001,40.25,2024-07-12
CA1455QK001,10.38,2024-07-12
CA2264QK001,5.57,2024-07-12
CA0303QK001,28.22,2024-07-12
CA0203QK001,15.37,2024-07-12
CA1878QK022,8.11,2024-07-12
CA0411QK026,2.56,2024-07-12
CA1312QK002,31.87,2024-07-12
CA0206QK024,12.98,2024-07-12
CA2399QK002,15.78,2024-07-12
CA1947QK024,63.32,2024-07-12
CA2269QK042,205.9,2024-07-12
CA2244QK023,52.46,2024-07-12
CA2356QK043,7.22,2024-07-12
CA1456QK042,27.07,2024-07-12
CA0045QK005,4.68,2024-07-12
CA0034QK024,39.45,2024-07-12
CA0628QK023,55.77,2024-07-12
CA2401QK001,20.26,2024-07-12
CA0070QK002,40.74,2024-07-12
CA0928QK023,44.1,2024-07-12
CA0169QK043,32.84,2024-07-12
CA0335QK001,26.83,2024-07-12
CA0385QK001,63.92,2024-07-12
CA2390QK023,28.92,2024-07-12
CA0009QK026,67.7,2024-07-12
CA0052QK025,25.28,2024-07-12
CA2200QK024,20.23,2024-07-12
CA0410QK006,18.32,2024-07-12
CA2395QK003,14.47,2024-07-12
CA2211QK023,69.73,2024-07-12
CA0350QK002,21.19,2024-07-12
CA0426QK001,60.36,2024-07-12
CA0413QK024,6.42,2024-07-12
CA2276QK026,45.67,2024-07-12
CA0056QK005,67.35,2024-07-12
CA2401QK041,35.56,2024-07-12
CA0421QK002,23.43,2024-07-12
CA2276QK001,143.44,2024-07-12
CA2362QK023,17.9,2024-07-12
CA2241QK022,126.14,2024-07-12
304617QK102,21.63,2024-07-12
CA2396QK023,77.47,2024-07-12
CA1974QK005,27.54,2024-07-12
204898QK010,0.72,2024-07-12
CA0411QK005,26.74,2024-07-12
CA1958QK003,42.48,2024-07-12
CA2389QK021,17.84,2024-07-12
CA1454QK022,20.02,2024-07-12
CA0312QK024,4.85,2024-07-12
CA0298QK001,60.34,2024-07-12
CA2387QK025,11.31,2024-07-12
CA0239QK006,53.74,2024-07-12
CA0396QK022,6.57,2024-07-12
CA0202QK021,22.18,2024-07-12
CA1312QK003,4.44,2024-07-12
CA0289QK002,20.85,2024-07-12
CA0398QK001,31.8,2024-07-12
CA3008QK021,27.75,2024-07-12
CA0274QK022,17.19,2024-07-12
CA0238QK025,17.74,2024-07-12
CA1887QK006,25.61,2024-07-12
CA2416QK006,7.04,2024-07-12
CA2230QK001,24.15,2024-07-12
CA2394QK005,44.13,2024-07-12
CA0413QK002,8.8,2024-07-12
CA0346QK003,6.38,2024-07-12
CA0352QK001,24.38,2024-07-12
CA2262QK025,28.47,2024-07-12
CA0218QK006,52.49,2024-07-12
CA0164QK042,14.08,2024-07-12
CA0305QK004,19.51,2024-07-12
CA0405QK003,14.75,2024-07-12
CA0300QK041,13.73,2024-07-12
CA0273QK001,44.37,2024-07-12
CA2323QK005,237.15,2024-07-12
CA1450QK024,19.95,2024-07-12
CA0337QK002,64.86,2024-07-12
CA0058QK001,14.5,2024-07-12
CA1452QK006,85.34,2024-07-12
CA2364QK026,21.13,2024-07-12
CA2042QK004,83.61,2024-07-12
CA2364QK022,18.61,2024-07-12
CA0389QK043,6.74,2024-07-12
CA0060QK022,21.14,2024-07-12
CA2244QK004,85.15,2024-07-12
CA0072QK021,95.76,2024-07-12
CA0201QK005,31.34,2024-07-12
CA0281QK006,29.23,2024-07-12
CA0002QK025,14.97,2024-07-12
CA1937QK023,20.25,2024-07-12
CA0003QK002,28.41,2024-07-12
CA0273QK006,147.74,2024-07-12
CA0249QK001,26.55,2024-07-12
CA0238QK003,62.2,2024-07-12
CA1982QK041,16.73,2024-07-12
CA2403QK041,7.03,2024-07-12
CA2393QK003,50.97,2024-07-12
CA0375QK002,55.19,2024-07-12
CA2390QK003,40.45,2024-07-12
CA0337QK043,150.06,2024-07-12
CA2265QK043,12.37,2024-07-12
CA2247QK026,31.33,2024-07-12
CA0300QK003,18.67,2024-07-12
CA1942QK003,38.11,2024-07-12
CA0398QK023,36.14,2024-07-12
CA3776QK021,65.91,2024-07-12
CA0402QK021,12.22,2024-07-12
CA1887QK042,19.01,2024-07-12
CA0272QK005,11.18,2024-07-12
CA2230QK026,68.03,2024-07-12
CA0410QK021,6.73,2024-07-12
CA1878QK025,7.63,2024-07-12
CA0412QK003,13.75,2024-07-12
CA2400QK002,32,2024-07-12
CA1953QK001,11.19,2024-07-12
CA2270QK002,154.33,2024-07-12
CA1938QK002,14.47,2024-07-12
CA2244QK026,42.13,2024-07-12
CA2357QK003,86.45,2024-07-12
CA1663QK002,17.82,2024-07-12
CA0046QK002,37.87,2024-07-12
CA0043QK001,54.45,2024-07-12
CA0628QK026,52.05,2024-07-12
CA2401QK021,91.71,2024-07-12
CA2323QK025,186.74,2024-07-12
CA0070QK005,91.44,2024-07-12
CA0058QK004,48.87,2024-07-12
CA0928QK026,36.49,2024-07-12
CA0399QK004,37.92,2024-07-12
CA0385QK041,48.27,2024-07-12
CA2390QK026,24.35,2024-07-12
CA0034QK003,112.81,2024-07-12
CA2204QK001,59.94,2024-07-12
CA2395QK006,44.3,2024-07-12
CA1664QK021,30.52,2024-07-12
CA1916QK002,52,2024-07-12
CA2462QK006,56.49,2024-07-12
CA2397QK025,111.79,2024-07-12
CA2391QK005,73.64,2024-07-12
CA1450QK004,42.97,2024-07-12
CA0336QK003,78.76,2024-07-12
CA0134QK002,11.81,2024-07-12
CA1456QK005,118.75,2024-07-12
CA0346QK001,5.33,2024-07-12
CA0211QK002,8.48,2024-07-12
CA0003QK026,17.2,2024-07-12
CA1973QK003,21.41,2024-07-12
CA1886QK002,91.03,2024-07-12
CA2239QK003,46.33,2024-07-12
CA0125QK005,92.47,2024-07-12
CA0405QK025,35.77,2024-07-12
CA2389QK004,77.44,2024-07-12
CA2392QK006,91.4,2024-07-12
CA0081QK023,6.11,2024-07-12
CA1878QK003,31.4,2024-07-12
CA1241QK023,47.85,2024-07-12
CA0206QK005,37.88,2024-07-12
CA2398QK026,46,2024-07-12
CA0323QK004,9.89,2024-07-12
CA3777QK024,33.74,2024-07-12
CA0054QK041,49.21,2024-07-12
CA1455QK026,106.61,2024-07-12
CA0387QK043,23.17,2024-07-12
CA0928QK001,14.7,2024-07-12
CA0412QK025,4.51,2024-07-12
CA2362QK004,15.92,2024-07-12
CA0323QK025,16.14,2024-07-12
CA0376QK002,61.75,2024-07-12
CA1953QK023,5.01,2024-07-12
CA2402QK042,8.1,2024-07-12
CA0305QK026,14.45,2024-07-12
CA0052QK006,41.45,2024-07-12
CA2200QK002,19.41,2024-07-12
CA0409QK043,7.69,2024-07-12
CA1939QK001,35.38,2024-07-12
CA2394QK024,20.08,2024-07-12
CA2211QK001,36.87,2024-07-12
CA2247QK022,25.55,2024-07-12
CA0407QK001,3.34,2024-07-12
CA0046QK024,35.69,2024-07-12
CA0045QK003,10.14,2024-07-12
CA2356QK024,40.66,2024-07-12
CA0058QK026,13.86,2024-07-12
CA0399QK026,17.13,2024-07-12
CA0209QK005,48.33,2024-07-12
CA0034QK023,81.88,2024-07-12
CA0252QK006,33.99,2024-07-12
CA0389QK041,11.72,2024-07-12
CA0084QK003,32.02,2024-07-12
CA1916QK024,119.14,2024-07-12
CA3008QK002,44.3,2024-07-12
CA0169QK041,27,2024-07-12
CA2398QK024,124.24,2024-07-12
CA2388QK022,132.77,2024-07-12
CA2391QK041,72.91,2024-07-12
CA0291QK001,40.47,2024-07-12
CA0081QK003,12.02,2024-07-12
CA0413QK041,1.87,2024-07-12
CA0319QK022,7.82,2024-07-12
CA3776QK041,38.54,2024-07-12
CA0211QK024,6.58,2024-07-12
CA0009QK022,51.73,2024-07-12
CA1886QK024,56.74,2024-07-12
CA0054QK002,4.62,2024-07-12
CA2241QK002,70.02,2024-07-12
CA2392QK042,0.99,2024-07-12
CA0276QK001,16.04,2024-07-12
CA1455QK004,27.54,2024-07-12
CA0385QK043,16.15,2024-07-12
CA2264QK004,51.9,2024-07-12
CA0303QK004,9.29,2024-07-12
CA0203QK004,28.81,2024-07-12
CA0414QK004,5,2024-07-12
CA1937QK026,20.93,2024-07-12
CA0003QK005,75.05,2024-07-12
CA0274QK003,57.59,2024-07-12
CA0238QK006,132.25,2024-07-12
CA1887QK001,26.1,2024-07-12
CA2416QK001,5.54,2024-07-12
CA2393QK043,14.31,2024-07-12
CA2269QK003,7.38,2024-07-12
CA2262QK003,50.28,2024-07-12
CA0410QK022,4.11,2024-07-12
CA0300QK006,71.12,2024-07-12
CA1947QK003,15.72,2024-07-12
CA0218QK001,39.89,2024-07-12
CA0200QK003,84.48,2024-07-12
CA0303QK042,4.9,2024-07-12
CA0398QK026,34.23,2024-07-12
CA0402QK024,8.07,2024-07-12
CA0272QK022,2.43,2024-07-12
CA2276QK043,4.38,2024-07-12
CA1450QK005,25.51,2024-07-12
CA0312QK001,22.22,2024-07-12
CA0056QK022,27.29,2024-07-12
CA0421QK042,8.23,2024-07-12
CA2276QK021,97.72,2024-07-12
CA0300QK024,7.49,2024-07-12
CA1982QK042,14.76,2024-07-12
CA2362QK026,24.66,2024-07-12
CA0060QK005,59.18,2024-07-12
CA2241QK025,124.3,2024-07-12
CA0070QK025,29.27,2024-07-12
CA0002QK003,6,2024-07-12
CA0426QK041,19.69,2024-07-12
CA1937QK001,32.06,2024-07-12
CA0002QK026,9.73,2024-07-12
CA2396QK026,60.26,2024-07-12
CA1982QK002,15.65,2024-07-12
211423QK103,1.35,2024-07-12
CA0411QK022,5.52,2024-07-12
CA1958QK023,67.08,2024-07-12
CA2389QK024,15.97,2024-07-12
CA2265QK001,15.9,2024-07-12
CA1454QK025,19.89,2024-07-12
CA0319QK001,22.53,2024-07-12
CA0298QK021,64.51,2024-07-12
CA1939QK024,56.19,2024-07-12
CA0239QK023,9.66,2024-07-12
CA0396QK025,4.62,2024-07-12
CA1312QK006,2.24,2024-07-12
CA0289QK005,15.78,2024-07-12
CA0398QK004,42.19,2024-07-12
CA3008QK024,25.41,2024-07-12
CA0414QK023,7.34,2024-07-12
CA0239QK002,12.97,2024-07-12
CA1887QK023,7.42,2024-07-12
CA2230QK021,51.48,2024-07-12
CA0413QK005,14.59,2024-07-12
CA0218QK043,12.59,2024-07-12
CA0417QK003,58.13,2024-07-12
CA0305QK021,11.75,2024-07-12
CA2270QK025,56.83,2024-07-12
CA2323QK022,205.74,2024-07-12
CA1452QK001,27.07,2024-07-12
CA2396QK001,121.56,2024-07-12
204898QK004,1.47,2024-07-12
CA1953QK041,46.49,2024-07-12
CA1454QK003,42.47,2024-07-12
CA0236QK042,11.95,2024-07-12
CA0312QK005,62.34,2024-07-12
CA0425QK003,38.88,2024-07-12
CA0291QK022,18.89,2024-07-12
CA2387QK003,26.8,2024-07-12
CA2042QK021,47.92,2024-07-12
CA0396QK003,14.42,2024-07-12
CA0060QK025,15.8,2024-07-12
CA2244QK021,108.15,2024-07-12
CA0072QK024,85.72,2024-07-12
CA0202QK002,9.99,2024-07-12
CA0288QK003,27.17,2024-07-12
CA0410QK023,4.94,2024-07-12
CA0105QK003,6.86,2024-07-12
CA0405QK006,21.25,2024-07-12
CA2388QK025,124.5,2024-07-12
CA2392QK001,31.11,2024-07-12
CA0291QK004,44.41,2024-07-12
CA0340QK003,6.88,2024-07-12
CA0081QK006,17.07,2024-07-12
CA1241QK001,58.87,2024-07-12
CA0203QK026,13.9,2024-07-12
CA0319QK025,7.46,2024-07-12
CA3777QK002,71.47,2024-07-12
CA0054QK022,4.3,2024-07-12
CA0281QK001,31.79,2024-07-12
CA1455QK021,44.62,2024-07-12
CA0386QK041,17.41,2024-07-12
CA2264QK021,25.4,2024-07-12
CA0303QK021,5.15,2024-07-12
CA0203QK021,13.41,2024-07-12
CA0412QK006,15.72,2024-07-12
CA0323QK006,5.19,2024-07-12
CA2400QK022,13.19,2024-07-12
CA1953QK004,41.83,2024-07-12
CA0052QK001,14.1,2024-07-12
CA2270QK022,78.67,2024-07-12
CA0409QK001,7.67,2024-07-12
CA1938QK022,32.53,2024-07-12
CA2204QK022,46.12,2024-07-12
CA2244QK043,7.8,2024-07-12
CA2357QK006,163.86,2024-07-12
CA1663QK022,5.92,2024-07-12
CA0406QK022,10.91,2024-07-12
CA0046QK005,60.3,2024-07-12
CA0043QK004,83.23,2024-07-12
CA0350QK042,1.12,2024-07-12
CA0728QK003,60.72,2024-07-12
CA2401QK024,77.42,2024-07-12
CA2356QK002,6.28,2024-07-12
CA0070QK022,35.22,2024-07-12
CA2402QK002,26.52,2024-07-12
CA0058QK021,11.13,2024-07-12
CA0399QK021,17.56,2024-07-12
CA0206QK026,10.48,2024-07-12
CA2390QK043,29.43,2024-07-12
CA0034QK006,235.93,2024-07-12
CA0252QK001,4.73,2024-07-12
CA1664QK024,23.69,2024-07-12
CA1916QK005,36.41,2024-07-12
CA2462QK023,79,2024-07-12
CA2398QK002,40.75,2024-07-12
CA2391QK022,41.57,2024-07-12
CA0336QK043,13.35,2024-07-12
CA0289QK022,4.56,2024-07-12
CA0141QK002,48.08,2024-07-12
CA1456QK022,35.7,2024-07-12
CA0211QK005,40.49,2024-07-12
CA0009QK003,51.93,2024-07-12
CA1973QK023,76.72,2024-07-12
CA1886QK005,126.45,2024-07-12
CA2239QK023,45.94,2024-07-12
CA0125QK012,0,2024-07-12
CA0406QK002,10.95,2024-07-12
CA2392QK023,110.09,2024-07-12
CA0274QK025,15.89,2024-07-12
CA2263QK002,59.05,2024-07-12
CA0300QK042,34.89,2024-07-12
CA0202QK025,10.34,2024-07-12
CA0081QK026,4.45,2024-07-12
CA1878QK006,27.51,2024-07-12
CA1241QK026,36.94,2024-07-12
CA0206QK022,11.92,2024-07-12
CA2398QK043,42.1,2024-07-12
CA3780QK001,26.81,2024-07-12
CA0169QK002,4.13,2024-07-12
CA2269QK026,47.44,2024-07-12
CA1456QK026,16.68,2024-07-12
CA0056QK001,37.29,2024-07-12
CA0352QK043,2.36,2024-07-12
CA0628QK021,61.98,2024-07-12
CA2400QK025,11.64,2024-07-12
CA0066QK006,44.4,2024-07-12
CA0928QK021,66.13,2024-07-12
CA0323QK042,17.37,2024-07-12
CA0376QK042,18.68,2024-07-12
CA2390QK021,17.95,2024-07-12
CA2403QK003,15.97,2024-07-12
CA0305QK043,36.11,2024-07-12
CA0052QK023,12.13,2024-07-12
CA2200QK022,28.44,2024-07-12
CA1939QK021,58.14,2024-07-12
CA2395QK001,45.47,2024-07-12
CA2211QK021,83.15,2024-07-12
CA1663QK042,58.73,2024-07-12
CA0407QK041,0.88,2024-07-12
CA0335QK041,10.98,2024-07-12
CA2356QK041,3.86,2024-07-12
CA0060QK003,32.15,2024-07-12
CA0402QK003,19.52,2024-07-12
CA0209QK022,9.03,2024-07-12
CA0132QK003,61.6,2024-07-12
CA1455QK043,90.6,2024-07-12
CA0252QK009,17.57,2024-07-12
CA1958QK041,3.9,2024-07-12
CA1452QK004,88.17,2024-07-12
CA2362QK021,93.27,2024-07-12
271459QK021,124.97,2024-07-12
CA2396QK021,67.46,2024-07-12
CA1974QK003,2.96,2024-07-12
204898QK007,1.55,2024-07-12
CA0411QK003,6.62,2024-07-12
CA1958QK001,20.43,2024-07-12
CA2389QK005,220.11,2024-07-12
CA1454QK006,80.02,2024-07-12
CA0312QK022,24.2,2024-07-12
CA0425QK043,5.48,2024-07-12
CA0291QK025,15,2024-07-12
CA2387QK023,10.01,2024-07-12
CA0239QK004,12.29,2024-07-12
CA2042QK024,43.59,2024-07-12
CA0396QK006,15.09,2024-07-12
CA0066QK002,59.3,2024-07-12
CA0081QK001,54.98,2024-07-12
CA0202QK005,34.84,2024-07-12
CA0288QK006,59.86,2024-07-12
CA1937QK043,14.67,2024-07-12
CA3008QK005,47.83,2024-07-12
CA0003QK022,24.29,2024-07-12
CA0274QK006,73.73,2024-07-12
CA0238QK023,40.08,2024-07-12
CA1887QK004,46.42,2024-07-12
CA2416QK004,11.99,2024-07-12
CA2211QK025,25.63,2024-07-12
CA2394QK003,13.03,2024-07-12
CA0412QK026,9.67,2024-07-12
CA2269QK023,50.26,2024-07-12
CA2262QK023,39.72,2024-07-12
CA1947QK023,70.09,2024-07-12
CA0218QK004,127.98,2024-07-12
CA0164QK003,23.34,2024-07-12
CA0305QK002,28.82,2024-07-12
CA0405QK001,4.42,2024-07-12
CA0272QK025,2.31,2024-07-12
CA2323QK003,118.67,2024-07-12
CA1450QK022,10.2,2024-07-12
CA0056QK025,25.26,2024-07-12
CA2276QK024,95.31,2024-07-12
CA2364QK024,54.72,2024-07-12
CA2042QK002,59.01,2024-07-12
CA2364QK003,29.64,2024-07-12
CA0060QK012,80.91,2024-07-12
CA2244QK002,20.46,2024-07-12
CA0072QK002,8.25,2024-07-12
CA0201QK003,28.12,2024-07-12
CA0002QK023,12.23,2024-07-12
CA1937QK021,70.06,2024-07-12
CA0002QK043,10.27,2024-07-12
CA2397QK003,108.56,2024-07-12
CA0273QK004,107.29,2024-07-12
CA1982QK005,15.95,2024-07-12
231602QK021,99.06,2024-07-12
CA2403QK005,24.16,2024-07-12
CA2393QK001,89.42,2024-07-12
CA2390QK001,11.3,2024-07-12
CA2265QK041,3.82,2024-07-12
CA2247QK024,13.3,2024-07-12
CA0298QK024,48.32,2024-07-12
CA0300QK001,13.96,2024-07-12
CA1942QK001,13.11,2024-07-12
CA0239QK026,8.55,2024-07-12
CA0398QK021,20.52,2024-07-12
CA0410QK024,9.6,2024-07-12
CA3776QK001,21.57,2024-07-12
CA0402QK005,23.74,2024-07-12
CA1887QK026,6.74,2024-07-12
CA0272QK003,20.34,2024-07-12
CA2230QK024,47.72,2024-07-12
CA0413QK022,7.21,2024-07-12
CA0056QK003,15.85,2024-07-12
CA0417QK043,19.51,2024-07-12
CA2270QK042,3.97,2024-07-12
CA0414QK002,7.34,2024-07-12
CA0335QK002,37,2024-07-12
CA0385QK002,58.14,2024-07-12
CA2390QK024,18.08,2024-07-12
CA0034QK001,52.56,2024-07-12
CA0052QK026,11.59,2024-07-12
CA2200QK025,22.67,2024-07-12
CA2395QK004,60.34,2024-07-12
CA2211QK024,83.8,2024-07-12
CA1664QK002,17.42,2024-07-12
CA1887QK043,9.76,2024-07-12
CA2462QK004,72.82,2024-07-12
CA2397QK023,136.98,2024-07-12
CA1450QK002,6.26,2024-07-12
CA0336QK001,1.87,2024-07-12
CA0209QK025,7.63,2024-07-12
CA0132QK006,86.45,2024-07-12
CA1456QK003,27.3,2024-07-12
CA0252QK012,30.45,2024-07-12
CA0209QK026,10.19,2024-07-12
CA0003QK024,35.18,2024-07-12
CA1973QK001,88.14,2024-07-12
CA1878QK026,8.17,2024-07-12
CA2239QK001,16.88,2024-07-12
CA0125QK003,0,2024-07-12
CA0405QK023,14.8,2024-07-12
CA2389QK002,42.52,2024-07-12
CA2392QK004,29.56,2024-07-12
CA0291QK021,11.42,2024-07-12
CA0340QK043,1.15,2024-07-12
CA0081QK021,19.55,2024-07-12
CA1878QK001,54.98,2024-07-12
CA1241QK021,86.58,2024-07-12
CA0206QK003,18.74,2024-07-12
CA0323QK002,11.57,2024-07-12
CA3777QK022,55.03,2024-07-12
